10102 4
10115 8
10119 12
10127 16
10131 20
10145 24
10148 28
10161 24
10162 20
10165 16
10166 12
10171 16
10175 20
10182 24
10186 28
10194 24
10195 20
10200 24
10204 28
10214 32
10218 36
10226 32
10227 28
10230 24
10231 20
10234 16
10235 12
10238 8
10238 4
10267 0
